0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 111, 112, 113, 112, 113, 112, 113, 112, 113, 112, 113, 114, 
0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 111,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 114, 
111, 112, 112, 112, 112, 112, 112, 112, 112, 112, 112, 112, 112, 112, 112, 112, 112, 112, 112, 114,  0,  0,  0,  0,  0,  0,  0,  0, 111,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 114, 
111,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 114,  0,  0,  0,  0,  0,  0,  0,  0, 111,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 114, 
111,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 114,  0,  0,  0,  0,  0,  0,  0,  0, 111,  0,  0,  0, 120, 117, 117, 117, 117, 117, 117, 118, 
111,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 114,  0,  0,  0,  0,  0,  0,  0,  0, 111,  0,  0,  0, 114,  0,  0,  0,  0,  0,  0,  0, 
111,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 114,  0,  0,  0,  0,  0,  0,  0,  0, 111,  0,  0,  0, 114,  0,  0,  0,  0,  0,  0,  0, 
111, 112, 112, 112, 112, 112, 112, 112, 113, 0, 112, 112, 112, 112, 112, 112, 112, 112, 112, 114,  0,  0,  0,  0,  0,  0,  0,  0, 111,  0,  0,  0, 114,  0,  0,  0,  0,  0,  0,  0, 
111, 175, 175, 175, 194, 194, 194, 194, 194,  0,  0, 194, 194, 194, 194, 175, 175, 175, 175, 114,  0,  0,  0,  0,  0,  0,  0,  0, 111, 113,  0, 113, 114,  0,  0,  0,  0,  0,  0,  0, 
111,  0,  0,  0,  0, 177, 180, 180, 180,  0,  0, 180, 180, 180,  0,  0,  0,  0,  0, 114,  0,  0,  0,  0,  0,  0,  0,  0, 111,  0,  0,  0, 114,  0,  0,  0,  0,  0,  0,  0, 
111, 175, 175, 175, 175, 176, 180, 180, 180,  0, 180, 180, 180, 180, 191, 175, 175, 175, 175, 114,  0,  0,  0,  0,  0,  0,  0,  0, 111,  0,  0,  0, 114,  0,  0,  0,  0,  0,  0,  0, 
111,  0,  0,  0,  0, 177, 180, 180, 180,  0, 180, 180, 180, 180,  0,  0,  0,  0,  0, 112, 113, 112, 113, 112, 113, 112, 113, 112, 113,  0,  0,  0, 114,  0,  0,  0,  0,  0,  0,  0, 
111,  0,  0,  0,  0, 177, 193, 193, 193,  0, 193, 193, 193, 193,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 114,  0,  0,  0,  0,  0,  0,  0, 
111,  0,  0,  0,  0, 177, 193, 193, 193,  0, 193, 193, 193, 193,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 113, 113, 114,  0,  0,  0,  0,  0, 
111,  0,  0,  0,  0, 177, 193, 193, 193,  0, 193, 193, 193, 193,  0,  0,  0,  0,  0, 112, 113, 112, 113, 112, 113, 112, 113, 112, 113, 112,  0,  0,  0,  0, 113, 113, 113, 113, 113, 114, 
111,  0,  0,  0,  0, 177, 193, 193, 193,  0, 193, 193, 193, 193,  0,  0,  0,  0,  0, 114,  0,  0,  0,  0,  0,  0,  0,  0,  0, 111,  0,  0,  0,  0,  0,  0,  0,  0,  0, 114, 
111,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 114,  0,  0,  0,  0,  0,  0,  0,  0,  0, 111,  0,  0,  0,  0,  0,  0,  0,  0,  0, 114, 
111,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 114,  0,  0,  0,  0,  0,  0,  0,  0,  0, 111,  0,  0,  0,  0,  0,  0,  0,  0,  0, 114, 
111,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 114,  0,  0,  0,  0,  0,  0,  0,  0,  0, 111,  0,  0,  0,  0, 116, 119,  0,  0,  0, 114, 
111,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 114,  0,  0,  0,  0,  0,  0,  0,  0,  0, 115, 116, 116, 116, 117,  0, 111,  0,  0,  0, 114, 
111,  0, 137,  0,  0, 137,  0,  0,  0,  0,  0, 137,  0,  0, 137,  0,  0,  0,  0, 112, 113, 112, 113, 112, 113, 112, 113, 112, 113, 112, 114,  0,  0,  0,  0, 111,  0,  0,  0, 114, 
111,  0, 155,  0,  0, 155,  0,  0,  0,  0,  0, 155,  0,  0, 155,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 114,  0,  0,  0,  0, 111,  0,  0,  0, 114, 
111,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 137,  0, 137,  0,  0, 137,  0, 137,  0,  0,  0, 114,  0,  0,  0,  0, 111,  0,  0,  0, 114, 
